id,事務所id,名前,本名,別名,生年月日,没年月日,出身地,血液型,身長,方言,最終学歴,師匠,出身,active,activeend,配偶者,親族,弟子,公式サイト,YouTube,
145,108,池山心,,,,,,,,,,,事務所直入,1989/4/1,,,,,,,
146,96,石井元気,,,,,,,,,,,東京アナウンス学院芸能バラエティ科,2004/1/1,,,,,https://www.maseki.co.jp/talent/akigen,,
147,104,石井康太,,石井ちゃん,1975/3/16,,東京都北区,B型,170cm,,日本大学経済学部,,,1995/1/1,,,,,https://www.watanabepro.co.jp/mypage/4000001/,,
148,146,石井秋思,,,,,,,,,,,東京NSC9期,,,,,,,,
149,146,いしいそうたろう,石井 壮太郎,,1974/2/12,,東京都,,177cm,,,,NSC東京校2期,,,既婚,,,https://web.archive.org/web/20140217213837/http://blogs.yahoo.co.jp/ishiidesu_blog,,
150,146,石井輝明,,,,,,,,,,,NSC大阪校29期,2008/7/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=2834,https://www.youtube.com/channel/UCc1mSyw1bUFXbCIBrH96Fyg,
151,999,石井てる美,,,1983/7/4,,東京都,O型,,,,,,,,,,,,,
152,94,石井正則,,,1973/3/21,,神奈川県横浜市保土ケ谷区,O型,158 cm,共通語,神奈川県立商工高等学校,,,1994/1/1,,独身（離婚歴有り）,,,https://www.horipro.co.jp/ishiimasanori/,,
153,146,石川ことみ,,,,,,,,,,,NSC東京校8期（オジョー）,2003/1/1,2011/1/1,,,,,,
154,108,石田明,,石サック （カジサックの部屋） あきらお兄さん（あきらお兄さんのぱいーんチャンネル）,1980/2/20,,大阪府大阪市,B型,173cm,大阪弁 共通語,,,,2000/1/1,,既婚（2012年）,,,,https://www.youtube.com/channel/UCzYVFoLYzQbSfELc6kOUXbQ,
155,104,石田創,,,,,,,,,,,ワタナベコメディスクール11期,2009/1/1,,,,,https://www.watanabepro.co.jp/mypage/4000029/,,
156,44,石田たくみ,石田 拓海,,1988/7/6,,茨城県鉾田市,,160cm,茨城弁,帝京大学文学部教育学科,,,2011/4/1,,,,,https://grapecom.jp/talent_writer/kaminari/,,
157,125,石田芳道,,,,,,,,,,,,,,,,,http://asaikikaku.co.jp/talent/profile/dodon,,
158,999,石田麻由香,,,,,,,,,,,NSC東京校18期,2013/8/1,,,,,,,
159,108,石田靖,石田 靖 （いしだ やすし）,,1965/12/10,,兵庫県伊丹市,O型,179 cm,関西弁,京都産業大学,,,1987/1/1,,既婚（2009年）,妻、長男、長女、次女,,https://profile.yoshimoto.co.jp/talent/detail?id=710,,
160,108,伊地知大樹,,,1985/2/5,,神奈川県藤沢市,O型,168cm,,,,NSC東京校13期,2010/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3570,,
161,104,石塚英彦,,石ちゃん,1962/2/6,,日本、神奈川県横浜市保土ケ谷区,O型,175cm,,関東学院大学経済学部卒業,,,1983/1/1,,既婚,,,https://www.watanabepro.co.jp/mypage/10000006/,,
162,85,石塚義之,,,1975/3/26,,東京都江戸川区,A型,178cm,共通語,東京都立蔵前工業高等学校,,スクールJCA2期,1994/1/1,,未婚,,,,,
163,125,石出奈々子,石出 奈々子,,1984/9/30,,千葉県松戸市,O型,148 cm,共通語,明治学院大学 卒業,,ワタナベコメディスクール 女性タレントコース3期,,,望月 隆寛（ダニエルズ）,,,http://asaikikaku.co.jp/talent/profile/ishidenanako,,
164,999,石野敦士,,,1976/3/2,,,AB型,164cm,,,,,,,,,,,,
165,999,石野桜子,,二葉 桜子 田村 良子,1971/7/27,,奈良県御所市,,,大阪弁,,,NSC大阪校8期,1989/1/1,2001/1/1,,,,,,
166,146,石野翔悟,,,,,,,,,,,NSC大阪校28期,2007/1/1,2009/1/1,,,,http://www.yoshimoto.co.jp/base/groups/ditail/73,,
167,999,いしのようこ,石野 陽子 （読み同じ、旧芸名）,,1968/2/20,,,AB型,165 cm,,,,,,,あり（事実婚）,,,http://www.grandslam.co.jp/Artist/yokoIshino.html,,
168,134,石橋エータロー,,,,,東京都港区,,,,,,,,,,,,,,
169,25,石橋貴明,石橋貴明,タカさん,1961/10/22,,東京都板橋区成増,A型,182 cm,,帝京高校,,お笑いスター誕生!!,1980/1/1,,一般女性（1988年 ? 1998年） 鈴木保奈美（1998年）,石橋穂乃香（実娘）,,https://twitter.com/ishibashi_desho,https://www.youtube.com/channel/UCbXUEjBdbrn4BEbLSKJuSpw,
170,146,石橋尊久,,,1975/10/19,,大阪府阪南市,,172cm,,,,NSC大阪校24期,2001/1/1,,,,,,,
171,999,石橋洋貴,石橋 洋貴,Men's石橋,1990/6/4,,,O,168cm,,,,,,,,,,,,
172,104,石橋遼大,,,1996/9/13,,東京都西東京市,AB型,171cm,,実践学園高等学校,,ワタナベコメディスクール22期,2016/1/1,,,,,https://www.watanabepro.co.jp/mypage/4000081/,https://www.youtube.com/channel/UC_RNTt0woXncVfZMmjK9swA,
173,117,石原加奈子,,,,,,,,,,,NSC大阪校26期,2004/4/1,2011/3/13,,,,http://ameblo.jp/jessicablog/,,
174,117,石原祐美子,,,,,,,,,,,,1995/1/1,,,,,https://www.shochikugeino.co.jp/talents/chikichikijohnny,,
175,94,伊集院光,篠岡 建（しのおか けん）,先代三遊亭楽大,1967/11/7,,東京都荒川区,O型,183 cm,標準語、江戸弁,東京都立足立新田高等学校中途退学,三遊亭圓楽(6代目),,1984/1/1,,篠岡美佳,,,https://www.horipro.co.jp/ijuinhikaru/,,
176,94,イジリー岡田,岡田 昇（おかだ のぼる）,,1964/9/23,,東京都北区,A型,169.4cm,共通語,東放学園専門学校,,,1987/1/1,,既婚(離婚歴あり),,,,,
177,999,泉かおり,,,,,,,,,,,,1975/1/1,1982/1/1,,,,,,
178,999,泉和良,,,,,,,,,大阪芸術大学音楽学科,,,,,既婚,,,,,
179,45,和泉杏,,,,,,,,,,,ワタナベエンターテイメントカレッジ,2012/1/1,,,,,http://www.kdashstage.jp/profile/archives/12,,
180,108,和泉修,釘田 修吉,史上最強の芸人,1962/6/14,,大阪府泉南郡南海町（現・阪南市）,AB型,181cm,大阪弁,同志社大学大学院総合政策科学研究科修士課程修了,,,1984/6/1,,,,,http://www.shukichi.com/izumishu/,,
181,999,泉ひろし,小泉賢麿,,1938/6/25,,,,,,,,,,,,,,,,
182,999,いずみ包,泉地 紀明（いずみち のりあき）,,1975/8/15,,埼玉県,AB型,166cm,,いわき明星大学,,,,,,,,http://blog.livedoor.jp/poizm/,,
183,85,泉クリス,泉クリス,勘九郎,1985/3/24,,埼玉県,O型,,,,,加須市,2013/1/1,,,,,,,
184,85,いずみっくす,,,,,,,,,,,,2008/1/1,2015/6/30,,,,,,
185,999,出雲阿国 ,恩田 真希（おんだ まき）,,1982/9/13,,島根県松江市,,,,,,,,,,,,,,
186,85,伊勢浩二,,,1964/8/1,,広島県,A型,,,,,時代錯誤（アイドルグループ）（1984年1987年）,1992/1/1,,,,,http://www.manzaikyokai.org/entertainer/boomer/,,
187,104,伊勢久乃,,,,,,,,,,,ワタナベコメディスクール5期,2006/1/1,2009/4/29,,,,http://ip.tosp.co.jp/i.asp?I=karubiharami,,
188,108,磯部公彦,,,,,,,,,,,,1977/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=101,,
189,95,磯山良司,,,1977/11/8,,茨城県下妻市,B型,163cm,,岩瀬日本大学高等学校,,,1996/3/1,2018/3/1,,,,http://com.horipro.co.jp/talent/江戸むらさき/index.html,,
190,108,板尾創路,板尾 創路,イッツジー,1963/7/18,,大阪府富田林市,A型,177cm,大阪弁 共通語,東大阪大学柏原高等学校卒業,,NSC大阪校4期,1985/1/1,1994/1/1,既婚,,,,,
191,108,板倉俊之,板倉 俊之,板さん,1978/1/30,,兵庫県宝塚市,B型,168 cm,共通語,,,NSC東京校4期,1998/1/1,,未婚,,,https://profile.yoshimoto.co.jp/talent/detail?id=46,,
192,108,市川刺身,,,,,,,,,,,NSC東京校18期,2015/4/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6796,https://www.youtube.com/channel/UCt_ARKKz_7gG8KrdzOseB8A,
193,75,1、2の大心,大城 大心（おおしろ たいしん）,,1983/11/3,,沖縄県糸満市,A型,,,,,,2002/1/1,,,,,http://uruma.ap.teacup.com/taishin/,,
194,108,いっすねー!山脇,山脇 充（やまわき みつる）,,1985/9/28,,福岡県糟屋郡,O型,,,,,NSC東京校14期,2009/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6133,,
195,59,一丁,,一丁 一丁さん ピッコロさん,1979/4/27,,兵庫県西宮市,AB,168cm,関西弁,甲南大学法学部経営法学科卒業,,,2004/3/1,,,,,https://twitter.com//watanabeiccyou,,
196,107,井手らっきょ,井手 博士,らっきょ、裸王,1959/12/11,,熊本県熊本市中央区,AB型,165cm,,久留米大学中退,ビートたけし,笑ってる場合ですよ!,1982/1/1,,既婚,ROOK,,,,
197,999,伊藤あい,,,1981/10/28,,岩手県,AB,,,,,,,,,,,,,
198,96,いとうあさこ,伊藤 麻子,,1970/6/10,,東京都渋谷区,AB型,162cm,共通語,雙葉高等学校卒業,,舞台芸術学院ミュージカル別科,1997/1/1,,未婚,,,https://www.maseki.co.jp/talent/itohasako,,
199,108,伊藤広大,,,,,,,,,,,NSC東京校8期,2003/1/1,,,,,https://ameblo.jp/koudaikaiji,,
200,88,伊藤さおり,,,1974/4/9,,埼玉県岩槻市 （現さいたま市岩槻区）,A型,157cm,共通語,埼玉県立久喜北陽高等学校,,スクールJCA4期,1995/1/1,,篠田歩,,,https://ameblo.jp/itosaori/,,
201,999,伊藤しほ乃,,,1988/11/10,,東京都荒川区,B型,,,,,,,,,,,,,
202,63,伊藤隆 ,,,,,,,,,,,,2008/12/1,,,,,,,
203,146,伊藤貴之,,,,,,,,,,,NSC大阪校30期（伊藤） NSC大阪校31期（吉田）,2014/6/1,2016/12/26,,,,,,
204,108,伊藤智博,,,,,,,,,,,NSC東京校7期,2002/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=424,,
205,999,伊藤博樹,,,1984/6/4,,東京都国立市,B型,,,,,,,,,,,,,
206,87,伊藤麻衣 ,,,,,,,,,,,,2003/8/31,2009/8/30,,,,https://web.archive.org/web/20090324045441/http://www.notitle.co.jp/two_carat.htm,,
207,40,伊藤政仁,,,,,,,,,,,"GAKIO：宮城県石巻市

伊藤政仁：宮城県東松島市",,,,,,,,
208,95,井戸田潤,同じ,じゅん、イトリ、ハンバーグ師匠,1972/12/13,,愛知県小牧市,B型,165cm,共通語 名古屋弁,愛知県立小牧工業高等学校(現・愛知県立小牧工科高等学校)機械科,,NSC名古屋校2期,1995/1/1,,安達祐実（2005年2009年）,井戸田 富隆（いとだ　とみたか）(父) （元小牧市議会副議長）,,,https://www.youtube.com/channel/UCU5yxbI6JKh1tAiJEI5f5fQ,
209,125,糸永幸一,,,,,,,,,,,,2008/1/1,2014/7/1,,,,http://asaikikaku.co.jp/talent/profile/newcrepe,,
210,108,稲田直樹,,稲ちゃん、稲ボーイ、歯細男,1984/12/28,,大阪府四條畷市,A型,175 cm,大阪弁,大阪府立四條畷北高等学校 （現・大阪府立北かわち皐が丘高等学校）,,NSC大阪校28期,,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=2886,,https://www.instagram.com/inada1228/
211,108,稲田美紀,,,,,,,,,,,NSC大阪校33期（稲田） NSC大阪校35期（熊元）,2014/10/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6365,,
212,108,井上聡,井上聡,井上君、さっとん,1976/2/2,,熊本県玉名市（岡山県岡山市北区育ち）,B型,175cm,共通語 関西弁,金山学園高等学校,,NSC大阪校13期,1995/1/1,,未婚,,,https://ameblo.jp/polunga/,,
213,98,井上翔太,,,1988/6/1,,福島県,A型,168cm,,,,,,,,,,,,
214,999,井上竜夫,井上 龍男,,1941/11/8,2016/10/5,,,,,,,,,,,,,,,
215,108,井上マー,井上 雅史（いのうえ まさし）,マー,1976/2/8,,栃木県宇都宮市,AB型,168cm,共通語、栃木弁,明治大学商学部,,渋谷公園通り劇場,1997/2/1,,既婚,,,,,
216,108,井上虫歯二本,井上 慎史,しんちゃん、虫歯,1979/1/20,,福岡県北九州市小倉,B型,169cm,,大阪学院大学経済学部卒業（2001年）,,NSC東京校14期,2009/1/1,,未婚,,,https://blogs.yahoo.co.jp/bushi_blog/,,
217,999,井上安世,吉田 安世,,1986/8/28,,,A型,159cm,,,,,,,吉田たち ゆうへい（2019）,,,,,
218,108,井上裕介 ,,,1980/3/1,,大阪府大阪市,A型,163cm,大阪弁 共通語,,,,2000/1/1,,未婚,,,,https://www.youtube.com/channel/UCMYEftKXmh6YffLm4dwcxdQ,
219,128,いのけん,井上健太郎（いのうえけんたろう）,いのけん,1989/8/30,,福岡県 北九州市,B,170cm,,,,専門学校東京アナウンス学院芸能バラエティ科,,,,,,,,
220,146,井下昌城,,,,,,,,,,,NSC東京校11期（好井） NSC大阪校28期（井下）,2006/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=2787,,
221,108,井本貴史,井本 貴史,,1978/1/27,,奈良県北葛城郡王寺町,B型,171cm,奈良弁,奈良県立上牧高等学校,,吉本興業のオーディション,1996/1/1,,既婚（2012年 ‐ ）,,,,,
222,146,伊吹幾太郎,,,,,,,,,,,,1963/1/1,2015/1/1,,,,,,
223,108,今いくよ,里谷 正子,,1947/12/3,,京都府京都市,A型,,,,島田洋介・今喜多代,京都府京都市,1970/1/1,2015/5/28,,,,,,
224,117,いま寛大,,,,,,,,,,藤山寛美（はな寛太） 曾我廼家十吾（いま寛大） 夢路いとし・喜味こいし,,1968/1/1,1977/1/1,,,,,,
225,108,今くるよ,酒井 スエ子,,1947/6/17,,京都府京都市,A型,,,京都明徳高等学校,島田洋介・今喜多代,京都府京都市,1970/1/1,2015/1/1,,,,,,
226,53,今井辰紀,,,,,,,,,,,TOKYO☆笑BIZ 2期生,2005/1/1,2011/1/1,,,,https://web.archive.org/web/20091118174802/http://www.sunmusic.org/profile/onetwogyango.html,,
227,104,今泉稔,,,,,,,,,,,,1997/1/1,2008/7/1,,,,http://www.watanabepro.co.jp/mypage/artist/18kin.html,,
228,108,今田耕司,今田 耕司,今ちゃんKOJI1200,1966/3/13,,大阪府大阪市,A型,174cm,大阪弁,清風高等学校定時制課程普通科,,NSC大阪校4期,1985/1/1,,未婚,,,,https://www.youtube.com/channel/UCnZc5bJCSkf_6umk5Lo_GA,
229,65,今立進,,だっつん、だちくん、トシちゃん,1975/9/27,,東京都世田谷区,A型,177cm,共通語,創価大学,,,1996/1/1,,既婚,,,,,
230,95,イマニヤスヒサ,今仁 靖久（読み同じ）,,1975/5/22,,千葉県,B型,178cm,共通語,,,,1998/1/1,,,,,http://com.horipro.co.jp/talent/imaniyasuhisa/,,
231,146,今別府直之,今別府 直之,,1972/5/1,,兵庫県尼崎市,O型,171cm,関西弁,兵庫県立尼崎西高等学校卒業,,NSC大阪校23期,2001/1/1,,,,,https://web.archive.org/web/20100725054035/http://ima.laff.jp/,,
232,999,今宮エビス,土屋 嘉生,,1942/1/10,2008/1/27,京都府京都市嵯峨野,,,,,,,1960/1/1,2008/1/1,,,,,,
233,104,今村久仁人,今村 久仁人,,1970/2/10,,兵庫県養父市,A型,173cm,,松山大学中退,,,1993/1/1,,既婚,,,,,
234,104,イモトアヤコ,（出生名）井本 絢子,珍獣ハンター・イモト,1986/1/12,,鳥取県西伯郡伯耆町,O型,158 cm,共通語、雲伯方言,文教大学情報学部広報学科,,ワタナベコメディスクール3期,2006/9/1,,石﨑史郎（日本テレビディレクター）,父母、妹、祖母,,https://www.watanabepro.co.jp/mypage/30000016/,,
235,146,入江慎也,入江 慎也,,1977/4/8,,東京都小平市,O型,158cm,共通語,東京都立保谷高等学校,,,1997/1/1,2019/1/1,未婚,,,,,
236,104,入江真潮,,,,,,,,,,,NSC東京校9期,,,,,,http://www.watanabepro.co.jp/mypage/artist/kyusyu.html,,
237,125,岩井ジョニ男,岩井 喜孝,,,,千葉県白井市,B型,170cm,,,タモリ（ジョニ男）,,2003/1/1,,,,,https://ameblo.jp/iwaigawa/,,
238,104,岩井勇気,,,1986/7/31,,埼玉県上尾市,O型,171cm,埼玉弁,埼玉県立伊奈学園総合高等学校,,ワタナベコメディスクール2期,2006/1/1,,未婚,,,,,
239,108,岩尾望,岩尾 望,のんちゃん,1975/12/19,,大阪府大阪市東住吉区,B型,171 cm,大阪弁,関西大学社会学部,,NSC大阪校14期,1995/1/1,,未婚,,,,,
240,108,イワクラ,岩倉美里,,1990/4/10,,宮崎県小林市,AB型,160cm,,,,NSC大阪校34期,2012/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=5175,https://www.youtube.com/channel/UCsR0k3fmFvNQUoOyImbJIzw,
241,53,岩崎う大,岩崎 宇内（読み同じ）,,1978/9/18,,東京都西東京市,AB型,165cm,多摩弁,早稲田大学政治経済学部政治学科卒業,,NSC東京校6期 ギャグ大学偏差値2000（WAGEとして）,2001/1/1,,既婚,,,,,
242,139,岩崎一則,,,1973/9/17,,埼玉県さいたま市,B型,170cm,,,,銀座7丁目劇場,1994/4/1,,,,,http://www.kdashstage.jp/profile/archives/18,,
243,128,岩ちゃん,岩原 弘幸（いわはら ひろゆき）,棚ボタ弘至,1979/11/27,,鳥取県鳥取市,A型,160 cm,,,,スクールJCA8期,1999/1/1,,,,,https://www.ohtapro.co.jp/talent/iwachan.html,,
244,108,岩橋淳,,,,,,,,,,,NSC東京校15期,2010/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=4247,,
245,108,岩橋良昌,,,,,,,,,,,NSC大阪校25期,2003/6/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=606,,
246,999,岩間よいこ,岩崎佳い子,,1985/4/10,,愛知県名古屋市,,,,南山大学（中退）,,ワタナベコメディスクール5期,2007/1/1,,岩崎夏海,,,,https://www.youtube.com/channel/UCZcxXkNVD5VJZ5oEDjiRsBQ,
247,999,岩政久美子,岩政久美子,人妻ニャンコ、ニャンコ先生,1988/10/3,,,A型,,,,,,,,,,,https://blogs.yahoo.co.jp/jenmesu_blog,,
248,117,岩見真利,,,,,,,,,,,,1995/1/1,,,,,https://www.shochikugeino.co.jp/talents/chikichikijohnny,,
249,53,岩見よしまさ,,,,,,,,,,,NSC大阪校13期（藤井）,1999/11/1,,,,,https://www.sunmusicgp.co.jp/talent/tobiishirenkyu/,,
250,53,岩村彩未,,,,,,,,,,,NSC大阪校25期（梅木） NSC大阪校27期（八木） NSC大阪校34期（岩村）,2007/7/1,,,,,https://www.sunmusicgp.co.jp/talent/honeytrap/,,
251,117,岩本貴一,,,,,,,,,,,松竹芸能タレントスクール東京校10期,2007/1/1,,,,,https://www.shochikugeino.co.jp/talents/ahiruchanspongeclub/,,
252,95,インコさん,成田優介,リタ・ジェイ,1976/6/8,,北海道,O型,182 cm,,,,,,,既婚,,,,,
253,108,インタビューマン山下,山下 栄緑（やました しげのり）,ヤッシー山下しげのり、オモロー山下（旧芸名）,1968/10/29,,香川県高松市,O型,170cm,関西弁,摂南大学法学部,,NSC大阪校10期,1992/1/1,,未婚,,,https://web.archive.org/web/20140217225750/http://blogs.yahoo.co.jp/yamasita_shigenori_blog,,
254,999,印度の林檎,,,1984/12/15,,,,159cm,,,,埼玉県所沢市,,,,,,,,
255,146,ウーイェイよしたか,,,,,,,,,,,オーディション,2003/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=630,,
256,108,植木おでん,,,,,,,,,,,学生お笑いサークル,2014/11/1,2019/5/1,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6309,,
257,999,上嶋祐佳,,,1972/7/19,,,B型,156cm,,,,,,,岡田圭右 （1995年2017年）,,,https://narrow.jp/talent/36820,,
258,128,上島竜兵,上島 龍平（読み同じ）,竜ちゃん、竜さん,1961/1/20,,兵庫県氷上郡春日町（現・丹波市）,AB型,158cm,共通語,神戸村野工業高等学校,志村けん,劇団青年座研究所 テアトル・エコー養成所,1985/1/1,,広川ひかる,,,,,
259,108,ウエスP,植草和久（うえくさ かずひさ）,植草和久 Mr. UEKUSA,1987/11/15,,埼玉県上尾市,A型,163 cm,,埼玉県立大宮東高等学校卒業,,NSC東京校12期,2006/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6639,,
260,139,上田浩二郎,,,1973/11/9,,埼玉県鳩ヶ谷市,O型,168cm,,,,銀座7丁目劇場,1994/4/1,1996/10/1,,,,http://www.kdashstage.jp/profile/archives/18,,
261,44,上田航平 ,,,1984/12/17,,神奈川県,O型,170cm,,慶應義塾大学法学部政治学部,,,2014/1/1,,,,,https://grapecom.jp/talent_writer/zoffy/,https://www.youtube.com/channel/UCw2AIP_0OmgYqgAJU1jOHg,
262,72,上田晋也,上田晋也,司会王、メディア王、うんちく王、ピョンス、カメ,1970/5/7,,熊本県熊本市南区,O型,172cm,共通語、熊本弁,熊本県立済々黌高等学校卒業 （早稲田大学教育学部国語国文学科中退）,コント山口君と竹田君,,1991/1/1,,あり,上田啓介（実兄・タレント）,,,,
